address,apt,case,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,lat,lon
5100 BRUNSON DR,,08000600,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-23,2008-01-23,1300,2008-01-23,1300,25.7224132,-80.27591269999999
1365 MEMORIAL DR,,08000601,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-23,2008-01-23,1315,2008-01-23,1315,25.7214386,-80.2799399
1311 MILLER DR,F109,08000594,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-01-23,2008-01-23,0923,2008-01-23,0923,25.720387,-80.279546
5665 PONCE DE LEON BLVD,,08000613,DIA,DISTURBANCE DOMESTIC,2008-01-23,2008-01-23,2010,2008-01-23,2010,25.7127401,-80.2809083
5700 PONCE DE LEON BLVD,BLK,08000583,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-01-23,2008-01-23,0159,2008-01-23,0.082,25.7122517,-80.2804582
5700 PONCE DE LEON BLVD,BLK,08000583,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2008-01-23,2008-01-23,0159,2008-01-23,0.082,25.7122517,-80.2804582
5600 MILLER,,08000622,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-24,2008-01-24,1000,2008-01-24,1000,25.721093,-80.26801979999999
1574 LIGURIA AV,,08000674,VAA,VANDALISM TO STRUCTURE,2008-01-25,2008-01-25,1210,2008-01-25,1210,25.7131849,-80.285104
1211 THEO DICKINSON DR,,08000682,THC,THEFT FROM MOTOR VEHICLE,2008-01-25,2008-01-21,1930,2008-01-25,1930,25.716037,-80.27868200000002
1239 THEO DICKINSON DR,WT 1204,08000692,PRB,PROPERTY LOST,2008-01-25,2008-01-24,2330,2008-01-25,2330,25.715591,-80.2816
1239 THEO DICKINSON DR,WT906,08000701,FDD,FD SICK INJURED PERSON,2008-01-26,2008-01-26,0043,2008-01-26,0.029,25.715591,-80.2816
5821 SAN AMARO DR,,08000702,FRG,FRAUD POSSESSION OF COUNTERFEIT,2008-01-26,2008-01-26,0200,2008-01-26,0.083,25.714778,-80.28324909999999
5821 SAN AMARO DR,,08000702,ZOM,INTOXICATED PERSON,2008-01-26,2008-01-26,0200,2008-01-26,0.083,25.714778,-80.28324909999999
1239 THEO DICKINSON DR,,08000704,ZOJ,BAKER MARCHMAN ACT,2008-01-26,2008-01-26,0242,2008-01-26,0242,25.715591,-80.2816
5185 PONCE DE LEON BLVD,,08000737,ZOE,SUSPICIOUS INCIDENT,2008-01-27,2008-01-27,0530,2008-01-27,0530,25.7179231,-80.2737624
1101 STANFORD DR,,08000740,SCE,SIMPLE HARASSMENT,2008-01-27,2008-01-27,1515,2008-01-27,1515,25.7183323,-80.27499759999999
1231 THEO DICKINSON DR,,08000742,ZOD,INCIDENT REPORT,2008-01-27,2008-01-27,2135,2008-01-27,2135,25.7169005,-80.280238
5501 SAN AMARO DR,1 FLOOR,08000745,VAC,VANDALISM TO PERSONAL PROPERTY,2008-01-27,2008-01-27,1200,2008-01-27,1200,25.7187893,-80.2803368
1101 STANFORD DR,,08000748,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-28,2008-01-28,0850,2008-01-28,0850,25.7183323,-80.27499759999999
5100 BRUNSON DR,,08000753,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-28,2008-01-28,1015,2008-01-28,1015,25.7224132,-80.27591269999999
5250 UNIVERSITY DR,,08000758,VAA,VANDALISM TO STRUCTURE,2008-01-28,2008-01-28,0955,2008-01-28,0955,25.720281,-80.27595199999999
1231 THEO DICKINSON DR,1013,08000770,SCE,SIMPLE HARASSMENT,2008-01-28,2008-01-21,1500,2008-01-28,1500,25.7169005,-80.280238
5100 BRUNSON DR,2012,08000781,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-01-28,2008-01-28,1200,2008-01-28,1200,25.7224132,-80.27591269999999
1101 STANFORD DR,,08000783,VAB,VANDALISM TO VEHICLE,2008-01-29,2008-01-29,0200,2008-01-29,0.083,25.7183323,-80.27499759999999
5185 PONCE DE LEON BLVD,652,08000819,ZOE,SUSPICIOUS INCIDENT,2008-01-30,2008-01-30,0057,2008-01-30,0.039,25.7179231,-80.2737624
5700 PONCE DE LEON BLVD,,08000832,ZOA,TRESPASS WARNING,2008-01-30,2008-01-30,1725,2008-01-30,1725,25.7122517,-80.2804582
1239 THEO DICKINSON DR,RT 1022,08000837,FDD,FD SICK INJURED PERSON,2008-01-30,2008-01-30,1950,2008-01-30,1950,25.715591,-80.2816
1239 THEO DICKINSON DR,RT 1022,08000837,PRC,FD SICK INJURED PERSON,2008-01-30,2008-01-30,1950,2008-01-30,1950,25.715591,-80.2816
1365 MEMORIAL DR,,08000849,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-31,2008-01-31,0945,2008-01-31,0945,25.7214386,-80.2799399
5501 SAN AMARO DR,,08000885,ZZZ,VOID RECORDS USE ONLY,2008-01-31,2008-01-31,2254,2008-01-31,2254,25.7187893,-80.2803368
5250 UNIVERSITY DR,SB302,08000860,PRB,PROPERTY LOST,2008-01-31,2008-01-29,1515,2008-01-29,1515,25.720281,-80.27595199999999
5600 PAVIA ST,,08000904,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-01,2008-02-01,1230,2008-02-01,1230,25.7181647,-80.2760863
1211 THEO DICKINSON DR,,08000908,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-01,2008-02-01,1415,2008-02-01,1415,25.716037,-80.27868200000002
1239 THEO DICKINSON DR,RT1122,08000888,ALD,ALCOHOL VIOLATION,2008-02-01,2008-02-01,0400,2008-02-01,0400,25.715591,-80.2816
5300 CARILLO ST,,08000957,SCA,SIMPLE BATTERY,2008-02-02,2008-02-02,1915,2008-02-02,1915,25.7211886,-80.2739217
1231 THEO DICKINSON DR,,08000962,ALA,FRAUD POSSESSION OF COUNTERFEIT,2008-02-03,2008-02-02,2329,2008-02-03,2329,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08000962,FRG,FRAUD POSSESSION OF COUNTERFEIT,2008-02-03,2008-02-02,2329,2008-02-03,2329,25.7169005,-80.280238
5600 PAVIA ST,,08001009,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-04,2008-02-04,1500,2008-02-04,1500,25.7181647,-80.2760863
5600 PAVIA ST,,08001010,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-04,2008-02-04,1515,2008-02-04,1515,25.7181647,-80.2760863
5800 PONCE DE LEON BLVD,BLK,08000989,ZOA,TRESPASS WARNING,2008-02-04,2008-02-04,0834,2008-02-04,0834,25.7084219,-80.28527120000001
1101 STANFORD DR,,08001017,TVA,THEFT OF AUTOMOBILE UNFOUNDED,2008-02-04,2008-02-04,1425,2008-02-04,1425,25.7183323,-80.27499759999999
5400 PONCE DE LEON BLVD,BLK,08001022,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2008-02-05,2008-02-05,0735,2008-02-05,0735,25.7137747,-80.27868440000002
5665 PONCE DE LEON BLVD,,08001070,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-06,2008-02-06,1005,2008-02-06,1005,25.7127401,-80.2809083
5250 BRUNSON DR,,08001071,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-06,2008-02-06,1005,2008-02-06,1005,25.7227318,-80.2754805
5185 PONCE DE LEON BLVD,,08001078,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-06,2008-02-06,1422,2008-02-06,1422,25.7179231,-80.2737624
1400 MILLER RD,BLK,08001081,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-06,2008-02-06,1551,2008-02-06,1551,25.7186448,-80.28320149999999
1231 THEO DICKINSON DR,MT206,08001059,ZOD,INCIDENT REPORT,2008-02-06,2008-02-06,0056,2008-02-06,0.038,25.7169005,-80.280238
1239 THEO DICKINSON DR,,08001134,ARA,ARSON,2008-02-08,2008-02-08,0300,2008-02-08,0300,25.715591,-80.2816
6000 SAN AMARO DR,,08001152,VAB,VANDALISM TO VEHICLE,2008-02-08,2008-02-07,2100,2008-02-08,2100,25.712888,-80.283523
5610 GEORGE E MERRICK ST,,08001176,ZOM,INTOXICATED PERSON,2008-02-08,2008-02-08,2300,2008-02-08,2300,25.7163803,-80.2762875
6100 SAN AMARO DR,,08001180,ALA,ALCOHOL JUVENILE VIOLATION,2008-02-09,2008-02-09,0403,2008-02-09,0403,25.712174,-80.28349399999999
1239 THEO DICKINSON DR,,08001187,FDD,FD SICK INJURED PERSON,2008-02-09,2008-02-09,1340,2008-02-09,1340,25.715591,-80.2816
1239 THEO DICKINSON DR,,08001179,ZOD,INCIDENT REPORT,2008-02-09,2008-02-09,0038,2008-02-09,0.026,25.715591,-80.2816
5185 PONCE DE LEON BLVD,718,08001198,VAA,VANDALISM TO STRUCTURE,2008-02-10,2008-02-09,2230,2008-02-09,2230,25.7179231,-80.2737624
1100 STANFORD DR,,08001201,ZOM,INTOXICATED PERSON,2008-02-10,2008-02-10,0435,2008-02-10,0435,25.7176103,-80.2745494
5500 SAN AMARO DR,,08001204,THC,THEFT FROM MOTOR VEHICLE,2008-02-10,2008-02-20,0501,2008-02-21,0501,25.7202428,-80.2810222
5500 SAN AMARO DR,,08001204,TVA,THEFT OF AUTOMOBILE ATT,2008-02-10,2008-02-21,0502,2008-02-22,0502,25.7202428,-80.2810222
1239 THEO DICKINSON DR,,08001206,TVD,THEFT OF MOTORCYCLE,2008-02-10,2008-02-09,2000,2008-02-10,2000,25.715591,-80.2816
5185 PONCE DE LEON BLVD,P725,08001211,ZOD,INCIDENT REPORT,2008-02-10,2008-02-10,1300,2008-02-10,1300,25.7179231,-80.2737624
740 SISTINA AV,,08001214,PRB,PROPERTY LOST,2008-02-10,2008-02-08,2200,2008-02-09,2200,25.723886,-80.269622
5665 PONCE DE LEON BLVD,121,08001221,BUB,BURGLARY NON RESIDENTIAL,2008-02-10,2008-02-23,0504,2008-02-24,0504,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,121,08001221,THK,BURGLARY NON RESIDENTIAL,2008-02-10,2008-02-22,0503,2008-02-23,0503,25.7127401,-80.2809083
1300 STANFORD DR,,08001228,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-11,2008-02-25,0506,2008-02-26,0506,25.7190316,-80.2762626
5100 BRUNSON DR,,08001232,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-11,2008-02-11,1112,2008-02-11,1112,25.7224132,-80.27591269999999
1239 THEO DICKINSON DR,519,08001253,DRA,DRUG SALE CONTROLLED SUBSTANCE,2008-02-11,2008-02-11,2216,2008-02-11,2216,25.715591,-80.2816
1239 THEO DICKINSON DR,519,08001253,DRB,DRUG SALE CONTROLLED SUBSTANCE,2008-02-11,2008-02-11,2216,2008-02-11,2216,25.715591,-80.2816
1239 THEO DICKINSON DR,519,08001253,ZOK,DRUG SALE CONTROLLED SUBSTANCE,2008-02-11,2008-02-11,2216,2008-02-11,2216,25.715591,-80.2816
1100 STANFORD DR,BLK,08001262,ZOA,TRESPASS WARNING,2008-02-12,2008-03-01,0511,2008-03-02,0511,25.7176103,-80.2745494
5616 PAVIA ST,,08001276,THC,THEFT FROM MOTOR VEHICLE,2008-02-12,2008-02-12,1738,2008-02-12,1738,25.7181647,-80.2760863
1101 STANFORD DR,,08001289,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-13,2008-02-13,1000,2008-02-13,1000,25.7183323,-80.27499759999999
1100 STANFORD DR,BLK,08001279,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-02-13,2008-02-12,2138,2008-02-12,2138,25.7176103,-80.2745494
1100 STANFORD DR,BLK,08001279,VEA,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-02-13,2008-02-12,2138,2008-02-12,2138,25.7176103,-80.2745494
1100 STANFORD DR,BLK,08001279,VEC,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-02-13,2008-02-12,2138,2008-02-12,2138,25.7176103,-80.2745494
5665 PONCE DE LEON BLVD,,08001288,FDD,FD SICK INJURED PERSON,2008-02-13,2008-03-02,0512,2008-03-03,0512,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,08001297,FDD,FD SICK INJURED PERSON,2008-02-13,2008-02-13,1400,2008-02-13,1400,25.7127401,-80.2809083
5665 PONCE DE LEON BLV,,08001305,FDD,FD INJURED PERSON,2008-02-13,2008-02-13,1700,2008-02-13,1700,25.7127401,-80.2809083
1101 STANFORD DR,,08001322,FDD,FD SICK INJURED PERSON,2008-02-14,2008-02-14,0920,2008-02-14,0920,25.7183323,-80.27499759999999
5185 PONCE DE LEON BLVD,552,08001355,ZOD,INCIDENT REPORT,2008-02-15,2008-02-15,0110,2008-02-15,0.048,25.7179231,-80.2737624
1223 THEO DICKINSON DR,,08001363,VAA,VANDALISM TO STRUCTURE,2008-02-15,2008-02-14,1800,2008-02-15,1800,25.7170977,-80.2793768
1223 THEO DICKINSON DR,201A,08001371,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-15,2008-02-15,0630,2008-02-15,0630,25.7170977,-80.2793768
1300 STANFORD DR,BLK,08001379,PRB,PROPERTY LOST,2008-02-15,2008-02-15,0130,2008-02-15,0.062,25.7190316,-80.2762626
5199 PONCE DE LEON BLVD/STANFORD DR,,08001401,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2008-02-16,2008-03-07,0517,2008-03-08,0517,25.7186425,-80.27544449999999
5250 UNIVERSITY DR,,08001410,FRD,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-16,2008-02-16,1400,2008-02-16,1400,25.720281,-80.27595199999999
5250 UNIVERSITY DR,,08001410,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-16,2008-02-16,1400,2008-02-16,1400,25.720281,-80.27595199999999
5638 GEORGE E MERRICK ST,23D,08001431,VAA,VANDALISM TO STRUCTURE,2008-02-17,2008-02-17,0300,2008-02-17,0300,25.7162931,-80.276198
1239 THEO DICKINSON DR,,08001451,ZOE,SUSPICIOUS INCIDENT,2008-02-18,2008-02-15,0000,2008-02-15,0000,25.715591,-80.2816
5250 UNIVERSITY DR,,08001456,PRB,PROPERTY LOST,2008-02-18,2008-02-16,1130,2008-02-16,1130,25.720281,-80.27595199999999
1211 THEO DICKINSON DR,,08001465,PRC,PROPERTY DAMAGED,2008-02-18,2008-02-18,0830,2008-02-18,0830,25.716037,-80.27868200000002
5665 PONCE DE LEON BLVD,,08001476,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-19,2008-02-19,1025,2008-02-19,1025,25.7127401,-80.2809083
1531 LIGURIA AV,,08001478,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-19,2008-02-19,1055,2008-02-19,1055,25.713555,-80.28445599999999
1531 LIGURIA AV,,08001479,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-19,2008-02-19,1040,2008-02-19,1040,25.713555,-80.28445599999999
1311 MILLER DRIVE,,08001502,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-20,2008-02-20,0900,2008-02-20,0900,25.720387,-80.279546
1101 STANFORD DR,,08001517,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-20,2008-02-20,1448,2008-02-20,1448,25.7183323,-80.27499759999999
1239 THEO DICKINSON DR,,08001535,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-20,2008-02-20,1845,2008-02-20,1845,25.715591,-80.2816
1500 LIGURIA AV,BLK,08001542,PRC,PROPERTY DAMAGED,2008-02-21,2008-02-20,2225,2008-02-21,2225,25.7132509,-80.283305
1350 MILLER DR,,08001508,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-21,2008-02-20,1135,2008-02-20,1135,25.720147,-80.279648
5501 SAN AMARO DR,,08001562,SCE,SIMPLE HARASSMENT,2008-02-21,2008-02-20,1200,2008-02-21,1200,25.7187893,-80.2803368
1300 CAMPO SANO AV,,08001570,FDD,FD SICK INJURED PERSON,2008-02-21,2008-02-21,1830,2008-02-21,1830,25.7241863,-80.2785796
1300 CAMPO SANO AV,,08001570,ZOC,FD SICK INJURED PERSON,2008-02-21,2008-02-21,1830,2008-02-21,1830,25.7241863,-80.2785796
1320 CAMPO SANO AV,,08001599,ZZZ,VOID RECORDS USE ONLY,2008-02-22,2008-02-22,1240,2008-02-22,1240,25.7243451,-80.2763148
1311 MILLER DR,,08001596,FRD,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-22,2008-02-22,1051,2008-02-22,1051,25.720387,-80.279546
1311 MILLER DR,,08001596,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-22,2008-02-22,1051,2008-02-22,1051,25.720387,-80.279546
5183 PONCE DE LEON BLV,,08001617,THC,THEFT FROM MOTOR VEHICLE,2008-02-22,2008-02-20,0930,2008-02-22,0930,25.7179567,-80.2737216
5501 SAN AMARO DR,,08001620,VAA,VANDALISM TO STRUCTURE,2008-02-22,2008-02-22,1850,2008-02-22,1850,25.7187893,-80.2803368
5300 CARILLO ST,,08001624,DIB,DISTURBANCE OTHER,2008-02-22,2008-02-21,1900,2008-02-21,1900,25.7211886,-80.2739217
1231 THEO DICKINSON DR,,08001632,ZOM,INTOXICATED PERSON,2008-02-23,2008-02-23,0155,2008-02-23,0.079,25.7169005,-80.280238
5600 RED RD,BLK,08001656,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2008-02-24,2008-02-24,0207,2008-02-24,0.088,25.7116682,-80.28572079999999
1530 LIGURIA AV,,08001659,ZOA,TRESPASS WARNING,2008-02-24,2008-02-24,0633,2008-02-24,0632,25.7132082,-80.2844442
1101 STANFORD DR,,08001691,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-25,2008-02-25,1150,2008-02-25,1150,25.7183323,-80.27499759999999
5821 HURRICANE DR,,08001698,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-25,2008-02-25,1410,2008-02-25,1410,25.72149,-80.2683838
1231 THEO DICKINSON DR,,08001710,SCE,SIMPLE HARASSMENT,2008-02-25,2008-02-19,1436,2008-02-19,1435,25.7169005,-80.280238
1311 MILLER DR,,08001713,ZOA,TRESPASS WARNING,2008-02-25,2008-02-25,2134,2008-02-25,2134,25.720387,-80.279546
1311 MILLER DR,,08001720,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-26,2008-02-25,1200,2008-02-25,1200,25.720387,-80.279546
1206 STANFORD DR,,08001729,ZOA,TRESPASS WARNING,2008-02-26,2008-02-26,1050,2008-02-26,1050,25.7181739,-80.27480469999999
5185 PONCE DE LEON BLVD,350,08001751,FDD,FD SICK INJURED PERSON,2008-02-26,2008-02-26,2045,2008-02-26,2045,25.7179231,-80.2737624
5600 MERRICK ST,,08001762,XOT,TRESPASSING,2008-02-27,2008-02-27,1138,2008-02-27,1138,25.7183404,-80.27676699999999
1231 THEO DICKINSON DR,PT 1222,08001780,BUA,BURGLARY RESIDENTIAL,2008-02-27,2008-02-27,1515,2008-02-27,1515,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 1222,08001780,THK,BURGLARY RESIDENTIAL,2008-02-27,2008-02-27,1515,2008-02-27,1515,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 617,08001782,DIA,SIMPLE BATTERY,2008-02-27,2008-02-27,1830,2008-02-27,1830,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 617,08001782,SCA,SIMPLE BATTERY,2008-02-27,2008-02-27,1830,2008-02-27,1830,25.7169005,-80.280238
5500 SAN AMARO DR,BLK,08001823,DRF,SIMPLE ASSAULT THREATS,2008-02-29,2008-02-29,0359,2008-02-29,0359,25.7202428,-80.2810222
5500 SAN AMARO DR,BLK,08001823,SCB,SIMPLE ASSAULT THREATS,2008-02-29,2008-02-29,0359,2008-02-29,0359,25.7202428,-80.2810222
5500 SAN AMARO DR,BLK,08001823,VEA,SIMPLE ASSAULT THREATS,2008-02-29,2008-02-29,0359,2008-02-29,0359,25.7202428,-80.2810222
5500 SAN AMARO DR,BLK,08001823,ZOM,SIMPLE ASSAULT THREATS,2008-02-29,2008-02-29,0359,2008-02-29,0359,25.7202428,-80.2810222
5500 SAN AMARO DR,,08001869,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-01,2008-03-01,1345,2008-03-01,1345,25.7202428,-80.2810222
1231 THEO DICKINSON DR,,08001881,PRB,PROPERTY LOST,2008-03-02,2008-03-02,0130,2008-03-02,0.062,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,08001893,ZOD,INCIDENT REPORT,2008-03-02,2008-03-02,1700,2008-03-02,1700,25.7179231,-80.2737624
1203 MERRICK STREET,,08001904,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-03,2008-03-03,1044,2008-03-03,1044,25.7510812,-80.2560338
1311 MILLER DR,453,08001918,FRD,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-03,2008-03-03,1600,2008-03-03,1600,25.720387,-80.279546
1311 MILLER DR,453,08001918,FRD,FRAUD BY CREDIT CARD ATM,2008-03-03,2008-03-03,1600,2008-03-03,1600,25.720387,-80.279546
1311 MILLER DR,453,08001918,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-03,2008-03-03,1600,2008-03-03,1600,25.720387,-80.279546
1311 MILLER DR,453,08001918,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-03,2008-03-03,1600,2008-03-03,1600,25.720387,-80.279546
5800 SAN AMARO DR,,08001945,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-04,2008-03-04,1205,2008-03-04,1204,25.7150399,-80.283608
5665 PONCE DE LEON BLVD,,08001951,ZZZ,VOID RECORDS USE ONLY,2008-03-04,2008-03-04,1533,2008-03-04,1533,25.7127401,-80.2809083
5800 SAN AMARO DR,,08001922,ZOE,SUSPICIOUS INCIDENT,2008-03-04,2008-02-24,1800,2008-03-03,1800,25.7150399,-80.283608
5800 SAN AMARO DR,,08001943,ZOE,SUSPICIOUS INCIDENT,2008-03-04,2008-02-29,2300,2008-03-02,2300,25.7150399,-80.283608
1311 MILLER DR,,08001998,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-06,2008-03-06,1037,2008-03-06,1037,25.720387,-80.279546
1100 STANFORD DR,BLK,08002080,ZOA,TRESPASS WARNING,2008-03-09,2008-03-08,2305,2008-03-08,2305,25.7176103,-80.2745494
6400 RED RD,BLK,08002097,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2008-03-10,2008-03-10,0045,2008-03-10,0.031,25.7116682,-80.28572079999999
1399 MILLER DR,,08002120,ZOA,TRESPASS WARNING,2008-03-11,2008-03-11,1147,2008-03-11,1147,25.7201096,-80.2803113
5250 UNIVERSITY DR,,08002124,ZOE,SUSPICIOUS INCIDENT,2008-03-11,2008-03-11,1028,2008-03-11,1028,25.720281,-80.27595199999999
1231 THEO DICKINSON DR,321,08002135,FRL,FRAUD OTHER JURISDICTION,2008-03-11,2008-03-11,1300,2008-03-11,1300,25.7169005,-80.280238
6201 SAN AMARO DR,,08002155,THL,THEFT FROM UNSECURED CONSTRUCTION SITE,2008-03-12,2008-03-11,1630,2008-03-12,1630,25.7133381,-80.2831612
6000 SAN AMARO DR,BLK,08002159,VAB,VANDALISM TO VEHICLE,2008-03-12,2008-03-11,1245,2008-03-12,1245,25.712888,-80.283523
1500 LEVANTE AV,BLK,08002171,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2008-03-12,2008-03-12,1810,2008-03-12,1810,25.7112271,-80.2832435
1500 LEVANTE AV,BLK,08002171,VEB,VEHICLE HIT RUN,2008-03-12,2008-03-12,1810,2008-03-12,1810,25.7112271,-80.2832435
1101 STANFORD DR,,08002182,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-13,2008-03-13,0950,2008-03-13,0950,25.7183323,-80.27499759999999
1101 STANFORD DR,,08002177,ZOA,TRESPASS WARNING,2008-03-13,2008-03-13,0225,2008-03-13,0225,25.7183323,-80.27499759999999
5600 GEORGE E MERRICK ST,21H,08002189,ZOA,TRESPASS WARNING,2008-03-13,2008-03-13,1424,2008-03-13,1423,25.7183404,-80.27676699999999
1211 THEO DICKINSON DR,429,08002201,XOM,OBSTRUCTION OF JUSTICE RESIST ARREST ESCAPE,2008-03-13,2008-03-13,1848,2008-03-13,1848,25.716037,-80.27868200000002
1101 STANFORD DR,,08002203,THK,THEFT OTHER,2008-03-14,2008-03-14,0020,2008-03-14,0.013,25.7183323,-80.27499759999999
1231 THEO DICKINSON DR,,08002037,ZOE,SUSPICIOUS INCIDENT,2008-03-15,2008-03-15,0525,2008-03-15,0525,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08002237,ZOE,SUSPICIOUS INCIDENT,2008-03-15,2008-03-15,0525,2008-03-15,0525,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08002238,VAC,VANDALISM TO PERSONAL PROPERTY,2008-03-15,2008-03-15,0600,2008-03-15,0600,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08002238,ZOM,INTOXICATED PERSON,2008-03-15,2008-03-15,0600,2008-03-15,0600,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08002256,ZOA,TRESPASS WARNING,2008-03-15,2008-03-15,1940,2008-03-15,1940,25.7169005,-80.280238
6000 SAN AMARO DR,BLK,08002260,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2008-03-16,2008-03-15,2318,2008-03-15,2318,25.712888,-80.283523
6000 SAN AMARO DR,BLK,08002260,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2008-03-16,2008-03-15,2318,2008-03-15,2318,25.712888,-80.283523
5501 SAN AMARO DR,,08002291,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-17,2008-03-17,0931,2008-03-17,0931,25.7187893,-80.2803368
1101 STANFORD DR,,08002292,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-17,2008-03-17,0935,2008-03-17,0935,25.7183323,-80.27499759999999
1311 MILLER DR,F203,08002295,ZOE,SUSPICIOUS INCIDENT,2008-03-17,2008-03-16,1735,2008-03-17,1735,25.720387,-80.279546
1211 THEO DICKINSON DR,,08002337,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-18,2008-03-18,1000,2008-03-18,1000,25.716037,-80.27868200000002
5500 SAN AMARO,,08002351,FDD,FD SICK INJURED PERSON,2008-03-18,2008-03-18,1830,2008-03-18,1830,25.7202428,-80.2810222
5500 SAN AMARO DR,,08002355,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-18,2008-03-18,1930,2008-03-18,1930,25.7202428,-80.2810222
1239 THEO DICKINSON DR,1108,08002357,THB,THEFT OF AUTO PART ACCESSORY,2008-03-18,2008-03-06,1500,2008-03-07,1500,25.715591,-80.2816
1200 STANFORD DR,,08002371,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-19,2008-03-19,1511,2008-03-19,1511,25.7181127,-80.27525659999999
5501 SAN AMARO DR,,08002372,VAB,VANDALISM TO VEHICLE,2008-03-19,2008-02-26,0815,2008-03-18,0815,25.7187893,-80.2803368
