Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,date_occ,date_fnd,FID,X,Y
1365 MEMORIAL DR,,07000896,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"01/31/2007""  ""00:00:00 a01/p01","01/31/2007""  ""00:00:00 a01/p01","01/31/2007""  ""00:00:00 a01/p01",#N/A,#N/A,#N/A
1100 STANFORD DR,BLK,07000881,1,ZOJ,BAKER / MARCHMAN ACT,07U,"01/31/2007""  ""07:46:50 a01/p01","01/31/2007""  ""02:30:00 a01/p01","01/31/2007""  ""02:30:00 a01/p01",#N/A,#N/A,#N/A
5821 HURRICANE DR,249,07000889,1,BUB,BURGLARY NON-RESIDENTIAL,07U,"01/31/2007""  ""10:27:01 a01/p01","01/27/2007""  ""18:00:00 a01/p01","01/28/2007""  ""09:00:00 a01/p01",#N/A,#N/A,#N/A
5821 HURRICANE DR,249,07000889,2,THK,THEFT OTHER,07U,"01/31/2007""  ""10:27:01 a01/p01","01/27/2007""  ""18:00:00 a01/p01","01/28/2007""  ""09:00:00 a01/p01",#N/A,#N/A,#N/A
5050 BRUNSON DR,,07000893,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,"01/31/2007""  ""11:34:01 a01/p01","01/30/2007""  ""09:20:00 a01/p01","01/30/2007""  ""17:15:00 a01/p01",20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,07000926,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02",20,894420.18700000003,505665.27899999998
5050 BRUNSON DR,,07000941,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02",20,894420.18700000003,505665.27899999998
1507 LEVANTE AVE,,07000924,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
5821 HURRICANE DR,,07000925,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
5100 BRUNSON DR,,07000932,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02","02/ 1/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1300 MEMORIAL DR,,07000923,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/ 1/2007""  ""09:49:21 a02/p02","01/31/2007""  ""13:30:00 a01/p01","01/31/2007""  ""14:45:00 a01/p01",16,893634.74199999997,505003.36800000002
1245 DAUER DR,,07000951,1,BUB,BURGLARY NON-RESIDENTIAL,07U,"02/ 1/2007""  ""21:36:00 a02/p02","02/ 1/2007""  ""18:40:00 a02/p02","02/ 1/2007""  ""21:10:00 a02/p02",65,893424.071,502854.73300000001
1245 DAUER DR,,07000951,2,THK,THEFT OTHER,07U,"02/ 1/2007""  ""21:36:00 a02/p02","02/ 1/2007""  ""18:40:00 a02/p02","02/ 1/2007""  ""21:10:00 a02/p02",65,893424.071,502854.73300000001
5821 SAN AMARO DR,,07000956,1,ZOA,TRESPASS WARNING,07U,"02/ 2/2007""  ""03:30:00 a02/p02","02/ 2/2007""  ""01:06:00 a02/p02","02/ 2/2007""  ""01:06:00 a02/p02",#N/A,#N/A,#N/A
1211 THEO DICKINSON DR,,07000957,1,FDD,FD INJURED PERSON,07U,"02/ 2/2007""  ""04:07:56 a02/p02","02/ 2/2007""  ""02:30:00 a02/p02","02/ 2/2007""  ""02:30:00 a02/p02",#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,WT 908,07000995,1,ZOD,INCIDENT REPORT,07U,"02/ 3/2007""  ""03:52:13 a02/p02","02/ 3/2007""  ""03:52:12 a02/p02","02/ 3/2007""  ""03:52:13 a02/p02",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,07000996,1,PRC,PROPERTY DAMAGED,07U,"02/ 3/2007""  ""04:33:54 a02/p02","02/ 3/2007""  ""04:26:00 a02/p02","02/ 3/2007""  ""04:26:54 a02/p02",#N/A,#N/A,#N/A
5501 SAN AMARO DR,,07001002,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/ 3/2007""  ""14:27:28 a02/p02","02/ 3/2007""  ""13:45:00 a02/p02","02/ 3/2007""  ""14:00:00 a02/p02",#N/A,#N/A,#N/A
1000 MEMORIAL DR,,07001007,1,DIB,DISTURBANCE OTHER,07U,"02/ 3/2007""  ""15:21:50 a02/p02","02/ 3/2007""  ""15:21:49 a02/p02","02/ 3/2007""  ""15:21:50 a02/p02",28,894184.72699999996,504997.91200000001
5501 SAN AMARO DR,,07001009,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/ 3/2007""  ""16:12:56 a02/p02","02/ 3/2007""  ""12:30:00 a02/p02","02/ 3/2007""  ""13:45:00 a02/p02",#N/A,#N/A,#N/A
1229 THEO DICKINSON DR,,07001021,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"02/ 4/2007""  ""02:30:00 a02/p02","02/ 4/2007""  ""01:14:00 a02/p02","02/ 4/2007""  ""01:14:00 a02/p02",#N/A,#N/A,#N/A
5200 PONCE DE LEON BLVD,BLK,07001022,1,THK,THEFT OTHER,07U,"02/ 4/2007""  ""05:34:00 a02/p02","02/ 4/2007""  ""03:48:00 a02/p02","02/ 4/2007""  ""03:48:00 a02/p02",#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,07001034,1,ZOA,TRESPASS WARNING,07U,"02/ 4/2007""  ""19:16:53 a02/p02","02/ 4/2007""  ""19:16:52 a02/p02","02/ 4/2007""  ""19:16:53 a02/p02",#N/A,#N/A,#N/A
1101 STANFORD DR,,07001039,2,SCA,SIMPLE BATTERY,07U,"02/ 5/2007""  ""03:46:00 a02/p02","02/ 5/2007""  ""00:57:00 a02/p02","02/ 5/2007""  ""01:03:00 a02/p02",#N/A,#N/A,#N/A
1101 STANFORD DR,,07001039,1,THK,THEFT OTHER,07U,"02/ 5/2007""  ""03:46:00 a02/p02","02/ 5/2007""  ""00:57:00 a02/p02","02/ 5/2007""  ""01:03:00 a02/p02",#N/A,#N/A,#N/A
1300 MEMORIAL DR,,07001048,1,PRB,PROPERTY LOST,07U,"02/ 5/2007""  ""13:13:37 a02/p02","01/14/2007""  ""18:00:00 a01/p01","01/14/2007""  ""20:00:00 a01/p01",16,893634.74199999997,505003.36800000002
1241 THEO DICKINSON DR,,07001066,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/ 5/2007""  ""21:31:59 a02/p02","02/ 5/2007""  ""19:30:00 a02/p02","02/ 5/2007""  ""21:20:00 a02/p02",81,892858.31700000004,503002.52299999999
1111 MEMORIAL DR,,07001074,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 6/2007""  ""00:00:00 a02/p02","02/ 6/2007""  ""00:00:00 a02/p02","02/ 6/2007""  ""00:00:00 a02/p02",18,894105.66599999997,505505.27299999999
1245 WILLIAM E WALSH AV,,07001072,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 6/2007""  ""00:00:00 a02/p02","02/ 6/2007""  ""00:00:00 a02/p02","02/ 6/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
5501 SAN AMARO DR,,07001068,1,ZOA,TRESPASS WARNING,07U,"02/ 6/2007""  ""01:10:17 a02/p02","02/ 6/2007""  ""00:29:16 a02/p02","02/ 6/2007""  ""00:29:17 a02/p02",#N/A,#N/A,#N/A
1101 STANFORD DR,,07001103,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 7/2007""  ""00:00:00 a02/p02","02/ 7/2007""  ""00:00:00 a02/p02","02/ 7/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1101 STANFORD DR,609,07001112,1,ZOI,SUICIDE ATTEMPT / THREATS,07U,"02/ 7/2007""  ""14:15:59 a02/p02","02/ 7/2007""  ""14:15:58 a02/p02","02/ 7/2007""  ""14:15:59 a02/p02",#N/A,#N/A,#N/A
5600 PONCE DE LEON BLVD,BLK,07001117,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,"02/ 7/2007""  ""16:21:56 a02/p02","02/ 7/2007""  ""16:18:00 a02/p02","02/ 7/2007""  ""16:20:00 a02/p02",#N/A,#N/A,#N/A
5801 RED RD,,07001125,1,TVC,THEFT OF TRUCK / SUV,07U,"02/ 7/2007""  ""20:33:41 a02/p02","02/ 7/2007""  ""20:33:40 a02/p02","02/ 7/2007""  ""20:33:41 a02/p02",#N/A,#N/A,#N/A
1111 MEMORIAL DR,,07001135,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 8/2007""  ""00:00:00 a02/p02","02/ 8/2007""  ""00:00:00 a02/p02","02/ 8/2007""  ""00:00:00 a02/p02",18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,07001136,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 8/2007""  ""00:00:00 a02/p02","02/ 8/2007""  ""00:00:00 a02/p02","02/ 8/2007""  ""00:00:00 a02/p02",18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,07001137,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 8/2007""  ""00:00:00 a02/p02","02/ 8/2007""  ""00:00:00 a02/p02","02/ 8/2007""  ""00:00:00 a02/p02",18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,07001138,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 8/2007""  ""00:00:00 a02/p02","02/ 8/2007""  ""00:00:00 a02/p02","02/ 8/2007""  ""00:00:00 a02/p02",18,894105.66599999997,505505.27299999999
1231 THEO DICKINSON DR,,07001126,1,SCB,SIMPLE ASSAULT / THREATS,07U,"02/ 8/2007""  ""03:10:00 a02/p02","02/ 7/2007""  ""22:05:00 a02/p02","02/ 7/2007""  ""22:05:00 a02/p02",#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,WT 115,07001127,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/ 8/2007""  ""03:45:00 a02/p02","02/ 7/2007""  ""23:10:00 a02/p02","02/ 7/2007""  ""23:10:00 a02/p02",#N/A,#N/A,#N/A
1311 MILLER DR,,07001157,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/ 8/2007""  ""21:34:08 a02/p02","02/ 8/2007""  ""21:15:00 a02/p02","02/ 8/2007""  ""21:30:00 a02/p02",#N/A,#N/A,#N/A
1245 DAUER DR,,07001153,1,THK,THEFT OTHER,07U,"02/ 8/2007""  ""22:44:35 a02/p02","02/ 8/2007""  ""19:00:00 a02/p02","02/ 8/2007""  ""19:00:00 a02/p02",65,893424.071,502854.73300000001
1500 LIGURIA AV,,07001160,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1500 LIGURIA AV,,07001162,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1500 LIGURIA AV,,07001163,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
6500 RED RD,,07001166,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1101 STANFORD DR,,07001169,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02","02/ 9/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,07001165,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"02/ 9/2007""  ""05:35:23 a02/p02","02/ 9/2007""  ""02:35:00 a02/p02","02/ 9/2007""  ""02:35:00 a02/p02",#N/A,#N/A,#N/A
1111 MEMORIAL DR,,07001187,1,ZOE,SUSPICIOUS INCIDENT,07U,"02/ 9/2007""  ""14:57:42 a02/p02","02/ 9/2007""  ""14:30:00 a02/p02","02/ 9/2007""  ""14:40:00 a02/p02",18,894105.66599999997,505505.27299999999
5665 PONCE DE LEON BLVD,,07001186,1,THL,THEFT FROM UNSECURED CONSTRUCTION SITE,07U,"02/ 9/2007""  ""15:14:58 a02/p02","02/ 9/2007""  ""15:10:00 a02/p02","02/ 9/2007""  ""15:10:00 a02/p02",#N/A,#N/A,#N/A
1211 THEO DICKINSON DR,,07001200,1,ZOA,TRESPASS WARNING,07U,"02/10/2007""  ""03:35:53 a02/p02","02/10/2007""  ""01:05:00 a02/p02","02/10/2007""  ""01:05:00 a02/p02",#N/A,#N/A,#N/A
5500 SAN AMARO DR,,07001212,1,THK,THEFT OTHER,07U,"02/10/2007""  ""13:45:00 a02/p02","02/10/2007""  ""12:30:00 a02/p02","02/10/2007""  ""13:10:00 a02/p02",#N/A,#N/A,#N/A
5801 SAN AMARO DR,,07001225,1,VAB,VANDALISM TO VEHICLE,07U,"02/10/2007""  ""22:01:20 a02/p02","02/10/2007""  ""20:00:00 a02/p02","02/10/2007""  ""22:00:00 a02/p02",#N/A,#N/A,#N/A
1200 THEO DICKINSON DR,BLK,07001236,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/11/2007""  ""12:15:49 a02/p02","02/11/2007""  ""12:10:00 a02/p02","02/11/2007""  ""12:10:00 a02/p02",#N/A,#N/A,#N/A
1300 MEMORIAL DR,,07001257,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/12/2007""  ""00:00:00 a02/p02","02/12/2007""  ""00:00:00 a02/p02","02/12/2007""  ""00:00:00 a02/p02",16,893634.74199999997,505003.36800000002
5600 MILLER RD,,07001254,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/12/2007""  ""00:00:00 a02/p02","02/12/2007""  ""00:00:00 a02/p02","02/12/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,07001252,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/12/2007""  ""08:50:26 a02/p02","02/12/2007""  ""08:39:25 a02/p02","02/12/2007""  ""08:39:26 a02/p02",81,892858.31700000004,503002.52299999999
1228 THEO DICKINSON DR,,07001289,1,PRB,PROPERTY LOST,07U,"02/12/2007""  ""19:24:52 a02/p02","02/10/2007""  ""17:00:00 a02/p02","02/10/2007""  ""18:00:00 a02/p02",63,893509.95700000005,503319.49900000001
1365 MEMORIAL DR,,07001292,1,THC,THEFT FROM MOTOR VEHICLE,07U,"02/12/2007""  ""19:55:14 a02/p02","02/ 9/2007""  ""19:30:00 a02/p02","02/ 9/2007""  ""21:30:00 a02/p02",#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,07001302,1,FDD,FD INJURED PERSON,07U,"02/12/2007""  ""23:54:48 a02/p02","02/12/2007""  ""23:19:47 a02/p02","02/12/2007""  ""23:19:48 a02/p02",81,892858.31700000004,503002.52299999999
1216 THEO DICKINSON DR,,07001321,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/13/2007""  ""00:00:00 a02/p02","02/13/2007""  ""00:00:00 a02/p02","02/13/2007""  ""00:00:00 a02/p02",62,893730.56900000002,503420.55200000003
5600 MILLER RD,,07001319,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/13/2007""  ""00:00:00 a02/p02","02/13/2007""  ""00:00:00 a02/p02","02/13/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,07001331,1,PRB,PROPERTY LOST,07U,"02/13/2007""  ""15:10:09 a02/p02","02/ 6/2007""  ""11:30:00 a02/p02","02/ 6/2007""  ""15:30:00 a02/p02",#N/A,#N/A,#N/A
1221 WILLIAM E WALSH AV,43D,07001338,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/13/2007""  ""16:21:12 a02/p02","02/13/2007""  ""16:10:00 a02/p02","02/13/2007""  ""16:15:00 a02/p02",60,893899.23800000001,503195.21100000001
5501 SAN AMARO DR,,07001337,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/13/2007""  ""16:28:57 a02/p02","02/13/2007""  ""14:50:00 a02/p02","02/13/2007""  ""14:55:00 a02/p02",#N/A,#N/A,#N/A
1300 MEMORIAL DR,,07001339,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/13/2007""  ""17:02:28 a02/p02","02/13/2007""  ""16:35:27 a02/p02","02/13/2007""  ""16:40:28 a02/p02",16,893634.74199999997,505003.36800000002
1300 MEMORIAL DR,,07001365,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/14/2007""  ""13:50:00 a02/p02","02/14/2007""  ""11:30:00 a02/p02","02/14/2007""  ""11:40:00 a02/p02",16,893634.74199999997,505003.36800000002
1306 STANFORD DR,,07001371,1,ZOA,TRESPASS WARNING,07U,"02/14/2007""  ""14:20:00 a02/p02","02/14/2007""  ""13:55:00 a02/p02","02/14/2007""  ""14:10:00 a02/p02",31,893821.40300000005,504487.02600000001
5030 BRUNSON DR,,07001379,1,ZOE,SUSPICIOUS INCIDENT,07U,"02/14/2007""  ""17:42:26 a02/p02","02/14/2007""  ""12:30:00 a02/p02","02/14/2007""  ""16:30:00 a02/p02",19,894255.06599999999,505594.31900000002
5050 BRUNSON DR,,07001415,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/15/2007""  ""00:00:00 a02/p02","02/15/2007""  ""00:00:00 a02/p02","02/15/2007""  ""00:00:00 a02/p02",20,894420.18700000003,505665.27899999998
1535 BRESCIA AV,,07001406,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/15/2007""  ""00:00:00 a02/p02","02/15/2007""  ""00:00:00 a02/p02","02/15/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1575 LIGURIA AV,,07001393,1,VAA,VANDALISM TO STRUCTURE,07U,"02/15/2007""  ""04:49:18 a02/p02","02/14/2007""  ""18:00:00 a02/p02","02/15/2007""  ""01:00:00 a02/p02",105,891500.13199999998,502206.99300000002
1211 THEO DICKINSON DR,421,07001407,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/15/2007""  ""11:50:00 a02/p02","02/15/2007""  ""11:20:00 a02/p02","02/15/2007""  ""11:20:00 a02/p02",#N/A,#N/A,#N/A
1244 STANFORD DR,,07001411,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,"02/15/2007""  ""13:13:00 a02/p02","02/14/2007""  ""18:30:00 a02/p02","02/15/2007""  ""09:00:00 a02/p02",45,895022.70700000005,504471.212
5185 PONCE DE LEON BLVD,344,07001409,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/15/2007""  ""13:15:00 a02/p02","02/15/2007""  ""12:53:00 a02/p02","02/15/2007""  ""12:53:00 a02/p02",#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,07001425,1,THC,THEFT FROM MOTOR VEHICLE,07U,"02/15/2007""  ""22:40:57 a02/p02","02/15/2007""  ""19:50:00 a02/p02","02/15/2007""  ""21:50:00 a02/p02",81,892858.31700000004,503002.52299999999
1300 MEMORIAL DR,,07001439,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/16/2007""  ""00:00:00 a02/p02","02/16/2007""  ""00:00:00 a02/p02","02/16/2007""  ""00:00:00 a02/p02",16,893634.74199999997,505003.36800000002
1300 STANFORD DR,,07001438,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/16/2007""  ""00:00:00 a02/p02","02/16/2007""  ""00:00:00 a02/p02","02/16/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,07001430,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,"02/16/2007""  ""01:38:54 a02/p02","02/16/2007""  ""00:25:00 a02/p02","02/16/2007""  ""00:25:00 a02/p02",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,07001430,2,FDD,FD INJURED PERSON,07U,"02/16/2007""  ""01:38:54 a02/p02","02/16/2007""  ""00:25:00 a02/p02","02/16/2007""  ""00:25:00 a02/p02",#N/A,#N/A,#N/A
1306 STANFORD DR,,07001445,1,TVE,THEFT OF BICYCLE,07U,"02/16/2007""  ""14:06:28 a02/p02","01/26/2007""  ""12:00:00 a01/p01","01/28/2007""  ""11:30:00 a01/p01",31,893821.40300000005,504487.02600000001
1231 THEO DICKINSON DR,,07001464,1,ZOD,INCIDENT REPORT,07U,"02/17/2007""  ""03:53:10 a02/p02","02/17/2007""  ""03:30:00 a02/p02","02/17/2007""  ""03:30:00 a02/p02",#N/A,#N/A,#N/A
1300 MEMORIAL DR,BLK,07001462,1,VEA,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,07U,"02/17/2007""  ""22:24:44 a02/p02","02/17/2007""  ""01:26:00 a02/p02","02/17/2007""  ""01:31:00 a02/p02",16,893634.74199999997,505003.36800000002
1570 LIGURIA AV,,07001482,1,ZOA,TRESPASS WARNING,07U,"02/18/2007""  ""03:05:16 a02/p02","02/18/2007""  ""02:05:15 a02/p02","02/18/2007""  ""02:05:16 a02/p02",104,891512.72,501942.45299999998
1231 THEO DICKINSON DR,,07001483,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,"02/18/2007""  ""18:00:00 a02/p02","02/18/2007""  ""02:18:00 a02/p02","02/18/2007""  ""02:18:00 a02/p02",#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,07001483,1,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,"02/18/2007""  ""18:00:00 a02/p02","02/18/2007""  ""02:18:00 a02/p02","02/18/2007""  ""02:18:00 a02/p02",#N/A,#N/A,#N/A
1101 STANFORD DR,623,07001491,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/18/2007""  ""20:18:36 a02/p02","02/18/2007""  ""20:18:35 a02/p02","02/18/2007""  ""20:18:36 a02/p02",#N/A,#N/A,#N/A
1301 STANFORD DR,,07001499,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/19/2007""  ""00:00:00 a02/p02","02/19/2007""  ""00:00:00 a02/p02","02/19/2007""  ""00:00:00 a02/p02",50,894666.745,504343.22399999999
1311 MILLER DR,,07001500,1,PRB,PROPERTY LOST,07U,"02/19/2007""  ""14:44:20 a02/p02","02/14/2007""  ""19:30:00 a02/p02","02/14/2007""  ""19:35:00 a02/p02",#N/A,#N/A,#N/A
5185 PONCE DE LEON BLVD,242,07001503,1,SCE,SIMPLE HARASSMENT,07U,"02/19/2007""  ""15:31:18 a02/p02","02/13/2007""  ""17:00:00 a02/p02","02/13/2007""  ""17:01:00 a02/p02",#N/A,#N/A,#N/A
1300 MEMORIAL DR,,07001539,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/20/2007""  ""00:00:00 a02/p02","02/20/2007""  ""00:00:00 a02/p02","02/20/2007""  ""00:00:00 a02/p02",16,893634.74199999997,505003.36800000002
5050 BRUNSON DR,,07001529,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/20/2007""  ""00:00:00 a02/p02","02/20/2007""  ""00:00:00 a02/p02","02/20/2007""  ""00:00:00 a02/p02",20,894420.18700000003,505665.27899999998
5600 MILLER DR,,07001530,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/20/2007""  ""00:00:00 a02/p02","02/20/2007""  ""00:00:00 a02/p02","02/20/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1252 MEMORIAL DR,,07001561,1,ZOD,INCIDENT REPORT,07U,"02/20/2007""  ""22:37:52 a02/p02","02/20/2007""  ""17:00:00 a02/p02","02/20/2007""  ""22:33:00 a02/p02",17,893876.15800000005,505263.125
1330 MILLER DR,,07001563,1,THK,THEFT OTHER,07U,"02/20/2007""  ""22:49:28 a02/p02","02/20/2007""  ""21:30:00 a02/p02","02/20/2007""  ""22:49:00 a02/p02",32,893531.48600000003,504366.55300000001
1111 MEMORIAL DR,,07001594,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/21/2007""  ""00:00:00 a02/p02","02/21/2007""  ""00:00:00 a02/p02","02/21/2007""  ""00:00:00 a02/p02",18,894105.66599999997,505505.27299999999
1244 THEO DICKINSON DR,,07001572,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/21/2007""  ""00:00:00 a02/p02","02/21/2007""  ""00:00:00 a02/p02","02/21/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1320 CAMPO SANO AV,,07001580,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/21/2007""  ""00:00:00 a02/p02","02/21/2007""  ""00:00:00 a02/p02","02/21/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1300 CAMPO SANO AV,,07001595,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/21/2007""  ""00:00:00 a02/p02","02/21/2007""  ""00:00:00 a02/p02","02/21/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1203 THEO DICKINSON DR,41K,07001596,1,FRC,FRAUD BY CONFIDENCE GAME,07U,"02/21/2007""  ""15:21:54 a02/p02","01/10/2007""  ""12:00:00 a01/p01","02/21/2007""  ""15:21:00 a02/p02",#N/A,#N/A,#N/A
1203 THEO DICKINSON DR,41K,07001596,2,FRE,FRAUD BY IDENTITY THEFT / IMPERSONATION,07U,"02/21/2007""  ""15:21:54 a02/p02","01/10/2007""  ""12:00:00 a01/p01","02/21/2007""  ""15:21:00 a02/p02",#N/A,#N/A,#N/A
1200 THEO DICKINSON DR,BLK,07001606,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,"02/22/2007""  ""00:00:00 a02/p02","02/22/2007""  ""00:00:00 a02/p02","02/22/2007""  ""00:00:00 a02/p02",#N/A,#N/A,#N/A
1301 STANFORD DR,,07001620,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,"02/22/2007""  ""00:00:00 a02/p02","02/22/2007""  ""00:00:00 a02/p02","02/22/2007""  ""00:00:00 a02/p02",50,894666.745,504343.22399999999
