ADDRESS,Apt,Caee,Primary Offense,Off_Code,Offense,tract,repdate,date_rept,date_occu,hour_occu,dow1,date_fnd,hour_fnd,,,,,
1300 STANFORD DR,,11000712,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,01/28/2011,11/01/28,[$-409]20:45 a01/p01,[$-409]20:45 a01/p01,01/28/2011,[$-409]20:45 a01/p01,,,,,
5501 SAN AMARO DR,BLK,11000730,1,FDD,FD SICK/INJURED PERSON,07U,,01/29/2011,11/01/29,[$-409]17:27 a01/p01,[$-409]17:27 a01/p01,01/29/2011,[$-409]17:27 a01/p01,753,892533.75399999996,503430.52100000001,,
1231 DICKINSON DR,MT1207,11000734,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,01/30/2011,11/01/30,[$-409]23:30 a01/p01,[$-409]23:30 a01/p01,01/29/2011,[$-409]23:40 a01/p01,70,893261.76699999999,503552.82699999999,,
1101 STANFORD DR,,11000736,1,ZOM,INTOXICATED PERSON,07U,,01/30/2011,11/01/30,[$-409]00:50 a01/p01,[$-409]00:50 a01/p01,01/30/2011,[$-409]00:55 a01/p01,48,895121.18,504205.408,,
5185 PONCE DE LEON BLVD,,11000754,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,01/31/2011,11/01/31,[$-409]10:54 a01/p01,[$-409]10:54 a01/p01,01/31/2011,[$-409]10:54 a01/p01,130,895341.32,504085.989,,
5150 BRUNSON DR,,11000768,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,01/31/2011,11/01/31,[$-409]13:10 a01/p01,[$-409]13:10 a01/p01,01/31/2011,[$-409]15:45 a01/p01,22,894535.49300000002,505370.87,,
1239 DICKINSON DR,RT 1016,11000786,1,FDD,FD SICK/INJURED PERSON,07U,,02/ 1/2011,11/02/01,[$-409]23:20 a01/p01,[$-409]23:20 a01/p01,01/31/2011,[$-409]23:55 a01/p01,73,892981.07499999995,503526.10499999998,,
1231 DICKINSON DR,,11000787,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/ 1/2011,11/02/01,[$-409]23:50 a01/p01,[$-409]23:50 a01/p01,01/31/2011,[$-409]23:59 a01/p01,72,893156.39199999999,503434.00900000002,,
5800 SAN AMARO DR,BLK,11000799,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/ 1/2011,11/02/01,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 1/2011,[$-409]00:00 a02/p02,,,,,
1306 STANFORD DR,,11000800,1,PRB,PROPERTY LOST,07U,,02/ 1/2011,11/02/01,[$-409]13:00 a01/p01,[$-409]13:00 a01/p01,01/31/2011,[$-409]17:30 a01/p01,877,893741.54099999997,504436.81800000003,,
1211 DICKINSON DR,,11000811,1,TVE,THEFT OF BICYCLE,07U,,02/ 1/2011,11/02/01,[$-409]12:00 a01/p01,[$-409]12:00 a01/p01,01/16/2011,[$-409]08:00 a01/p01,201,893698.95799999998,503637.74099999998,,
5030 BRUNSON DR,,11000813,1,ZOD,INCIDENT REPORT,07U,,02/ 1/2011,11/02/01,[$-409]14:32 a02/p02,[$-409]14:32 a02/p02,02/ 1/2011,[$-409]15:26 a02/p02,19,894255.06599999999,505594.31900000002,,
5185 PONCE DE LEON BLVD,,11000818,1,THC,THEFT FROM MOTOR VEHICLE,07U,,02/ 1/2011,11/02/01,[$-409]17:15 a02/p02,[$-409]17:15 a02/p02,02/ 1/2011,[$-409]17:47 a02/p02,605,895097.78700000001,504397.59700000001,,
1300 CAMPO SANO AV,BLK,11000823,2,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,,02/ 2/2011,11/02/02,[$-409]01:13 a02/p02,[$-409]01:13 a02/p02,02/ 2/2011,[$-409]01:13 a02/p02,,,,,
1300 CAMPO SANO AV,BLK,11000823,1,ZOB,WARRANT ARREST,07U,,02/ 2/2011,11/02/02,[$-409]01:13 a02/p02,[$-409]01:13 a02/p02,02/ 2/2011,[$-409]01:13 a02/p02,,,,,
5665 PONCE DE LEON BLVD,,11000832,1,PRB,PROPERTY LOST,07U,,02/ 2/2011,11/02/02,[$-409]00:00 a01/p01,[$-409]00:00 a01/p01,01/22/2011,[$-409]00:00 a01/p01,,,,,
1500 LEVANTE AV,BLK,11000833,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/ 2/2011,11/02/02,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 2/2011,[$-409]00:00 a02/p02,,,,,
5665 PONCE DE LEON BLVD,425,11000846,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,02/ 2/2011,11/02/02,[$-409]15:00 a02/p02,[$-409]15:00 a02/p02,02/ 2/2011,[$-409]15:10 a02/p02,123,893056.50699999998,501950.05499999999,,
6100 SAN AMARO DR,BLK,11000864,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/ 3/2011,11/02/03,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 3/2011,[$-409]00:00 a02/p02,,,,,
5600 MERRICK WAY,21-R,11000867,1,FDD,FD SICK/INJURED PERSON,07U,,02/ 3/2011,11/02/03,[$-409]09:50 a02/p02,[$-409]09:50 a02/p02,02/ 3/2011,[$-409]09:50 a02/p02,55,894213.16599999997,503867.28399999999,,
1320 CAMPO SANO AV,,11000877,1,TVE,THEFT OF BICYCLE,07U,,02/ 3/2011,11/02/03,[$-409]12:15 a02/p02,[$-409]12:15 a02/p02,02/ 3/2011,[$-409]13:15 a02/p02,549,893519.65899999999,505776.60499999998,,
5665 PONCE DE LEON BLVD,,11000882,1,SCE,SIMPLE HARASSMENT,07U,,02/ 3/2011,11/02/03,[$-409]12:00 a01/p01,[$-409]12:00 a01/p01,02/ 2/2011,[$-409]12:00 a02/p02,123,893056.50699999998,501950.05499999999,,
5050 BRUNSON DR,,11000886,1,THC,THEFT FROM MOTOR VEHICLE,07U,,02/ 3/2011,11/02/03,[$-409]12:00 a02/p02,[$-409]12:00 a02/p02,02/ 3/2011,[$-409]16:50 a02/p02,800,894895.60100000002,505713.32500000001,,
1525 ALBENGA AV,,11000900,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/ 4/2011,11/02/04,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 4/2011,[$-409]00:00 a02/p02,,,,,
1306 STANFORD DR,,11000911,1,FDD,FD SICK/INJURED PERSON,07U,,02/ 4/2011,11/02/04,[$-409]14:57 a02/p02,[$-409]14:57 a02/p02,02/ 4/2011,[$-409]14:57 a02/p02,889,893849.723,504355.50400000002,,
5199 CARILLO ST/PISANO AV,,11000914,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/ 4/2011,11/02/04,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 4/2011,[$-409]00:00 a02/p02,,,,,
6403 RED RD/SW 64TH ST,,11000924,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/ 4/2011,11/02/04,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 4/2011,[$-409]00:00 a02/p02,,,,,
1239 DICKINSON DR,RT 309,11000925,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/ 5/2011,11/02/05,[$-409]22:50 a02/p02,[$-409]22:50 a02/p02,02/ 4/2011,[$-409]22:50 a02/p02,73,892981.07499999995,503526.10499999998,,
5262 SAN AMARO DR/MEMORIAL DR,,11000930,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/ 5/2011,11/02/05,[$-409]09:25 a02/p02,[$-409]09:25 a02/p02,02/ 5/2011,[$-409]09:25 a02/p02,286,892974.94400000002,504967.70199999999,,
1101 STANFORD DR,,11000944,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/ 5/2011,11/02/05,[$-409]19:00 a02/p02,[$-409]19:00 a02/p02,02/ 5/2011,[$-409]19:05 a02/p02,48,895121.18,504205.408,,
1231 DICKINSON DR,PT 1102,11000948,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/ 5/2011,11/02/05,[$-409]23:30 a02/p02,[$-409]23:30 a02/p02,02/ 5/2011,[$-409]23:30 a02/p02,71,893300.82700000005,503382.65600000002,,
1231 DICKINSON DR,,11000951,2,FDD,FD SICK/INJURED PERSON,07U,,02/ 6/2011,11/02/06,[$-409]04:05 a02/p02,[$-409]04:05 a02/p02,02/ 6/2011,[$-409]04:15 a02/p02,71,893300.82700000005,503382.65600000002,,
1231 DICKINSON DR,,11000951,1,ZOM,INTOXICATED PERSON,07U,,02/ 6/2011,11/02/06,[$-409]04:05 a02/p02,[$-409]04:05 a02/p02,02/ 6/2011,[$-409]04:15 a02/p02,71,893300.82700000005,503382.65600000002,,
1101 STANFORD DR,M534,11000961,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/ 6/2011,11/02/06,[$-409]20:10 a02/p02,[$-409]20:10 a02/p02,02/ 6/2011,[$-409]20:20 a02/p02,129,895055.79700000002,504146.53700000001,,
1239 DICKINSON DR,,11000965,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/ 7/2011,11/02/07,[$-409]23:33 a02/p02,[$-409]23:33 a02/p02,02/ 6/2011,[$-409]23:45 a02/p02,73,892981.07499999995,503526.10499999998,,
1111 MEMORIAL DR,,11000966,1,ZOA,TRESPASS WARNING,07U,,02/ 7/2011,11/02/07,[$-409]02:01 a02/p02,[$-409]02:01 a02/p02,02/ 7/2011,[$-409]02:03 a02/p02,18,894105.66599999997,505505.27299999999,,
5185 PONCE DE LEON BLVD,659,11000967,1,FDD,FD SICK/INJURED PERSON,07U,,02/ 7/2011,11/02/07,[$-409]04:05 a02/p02,[$-409]04:05 a02/p02,02/ 7/2011,[$-409]04:05 a02/p02,128,895168.85600000003,504274.32299999997,,
1239 DICKINSON DR,MD 601,11000969,1,SCE,SIMPLE HARASSMENT,07U,,02/ 7/2011,11/02/07,[$-409]01:30 a02/p02,[$-409]01:30 a02/p02,02/ 7/2011,[$-409]04:45 a02/p02,74,892974.25199999998,503706.15500000003,,
5821 SAN AMARO DR,,11000991,1,VAB,VANDALISM TO VEHICLE,07U,,02/ 8/2011,11/02/08,[$-409]14:00 a02/p02,[$-409]14:00 a02/p02,02/ 7/2011,[$-409]15:30 a02/p02,494,892238.924,502308.179,,
1311 MILLER DR,,11000992,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/ 7/2011,11/02/07,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 7/2011,[$-409]00:00 a02/p02,,,,,
1306 STANFORD DR,,11000998,1,THK,THEFT OTHER,07U,,02/ 8/2011,11/02/08,[$-409]18:20 a02/p02,[$-409]18:20 a02/p02,02/ 7/2011,[$-409]21:30 a02/p02,898,894030.95299999998,504302.9,,
1306 STANFORD DR,,11000999,2,FRL,FRAUD OTHER JURISDICTION,07U,,02/ 8/2011,11/02/08,[$-409]21:30 a02/p02,[$-409]21:30 a02/p02,02/ 8/2011,[$-409]02:00 a02/p02,878,893889.96,504561.56300000002,,
1306 STANFORD DR,,11000999,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,02/ 8/2011,11/02/08,[$-409]21:30 a02/p02,[$-409]21:30 a02/p02,02/ 8/2011,[$-409]02:00 a02/p02,878,893889.96,504561.56300000002,,
1231 DICKINSON DR,MT605,11001000,1,ZOJ,BAKER / MARCHMAN ACT,07U,,02/ 8/2011,11/02/08,[$-409]01:20 a02/p02,[$-409]01:20 a02/p02,02/ 8/2011,[$-409]01:21 a02/p02,70,893261.76699999999,503552.82699999999,,
1231 DICKINSON DR,MT605,11001000,2,ZOA,TRESPASS WARNING,07U,,02/ 8/2011,11/02/08,[$-409]01:20 a02/p02,[$-409]01:20 a02/p02,02/ 8/2011,[$-409]01:21 a02/p02,70,893261.76699999999,503552.82699999999,,
1231 DICKINSON DR,M605,11001001,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/ 8/2011,11/02/08,[$-409]03:00 a02/p02,[$-409]03:00 a02/p02,02/ 8/2011,[$-409]03:00 a02/p02,81,892858.31700000004,503002.52299999999,,
5250 UNIVERSITY DR,,11001011,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/ 8/2011,11/02/08,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 8/2011,[$-409]00:00 a02/p02,,,,,
5100 BRUNSON DR,,11001014,1,ZOD,INCIDENT REPORT,07U,,02/ 8/2011,11/02/08,[$-409]13:00 a02/p02,[$-409]13:00 a02/p02,02/ 4/2011,[$-409]13:00 a02/p02,21,894413.07900000003,505459.51,,
1300 MEMORIAL DR,,11001016,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/ 8/2011,11/02/08,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 8/2011,[$-409]00:00 a02/p02,,,,,
1575 LIGURIA AV,112,11001029,1,DIA,DISTURBANCE DOMESTIC,07U,,02/ 8/2011,11/02/08,[$-409]08:00 a02/p02,[$-409]08:00 a02/p02,02/ 8/2011,[$-409]09:00 a02/p02,353,891498.64500000002,502456.56300000002,,
1231 DICKINSON DR,MT#603,11001034,1,FDD,FD SICK/INJURED PERSON,07U,,02/ 9/2011,11/02/09,[$-409]09:30 a02/p02,[$-409]09:30 a02/p02,02/ 9/2011,[$-409]09:30 a02/p02,70,893261.76699999999,503552.82699999999,,
5615 PAVIA ST,,11001050,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/ 9/2011,11/02/09,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/ 9/2011,[$-409]00:00 a02/p02,,,,,
5250 UNIVERSITY DR,RM 537,11001057,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/10/2011,11/02/10,[$-409]01:00 a02/p02,[$-409]01:00 a02/p02,02/10/2011,[$-409]01:10 a02/p02,30,894450.64800000004,504671.13099999999,,
1239 DICKINSON DR,RT717,11001058,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/10/2011,11/02/10,[$-409]01:10 a02/p02,[$-409]01:10 a02/p02,02/10/2011,[$-409]02:30 a02/p02,73,892981.07499999995,503526.10499999998,,
1111 MEMORIAL DR,,11001062,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/10/2011,11/02/10,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/10/2011,[$-409]00:00 a02/p02,,,,,
1311 MILLER DR,,11001063,1,FDD,FD SICK/INJURED PERSON,07U,,02/10/2011,11/02/10,[$-409]09:35 a02/p02,[$-409]09:35 a02/p02,02/10/2011,[$-409]09:35 a02/p02,15,893418.14899999998,504751.58100000001,,
5665 PONCE DE LEON BLVD,,11001073,1,ZOA,TRESPASS WARNING,07U,,02/10/2011,11/02/10,[$-409]14:06 a02/p02,[$-409]14:06 a02/p02,02/10/2011,[$-409]14:06 a02/p02,123,893056.50699999998,501950.05499999999,,
5821 SAN AMARO DR,,11001089,1,FDD,FD SICK/INJURED PERSON,07U,,02/11/2011,11/02/11,[$-409]06:30 a02/p02,[$-409]06:30 a02/p02,02/11/2011,[$-409]06:30 a02/p02,82,892358.66299999994,502658.90399999998,,
1239 DICKINSON DR,WT406,11001112,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/11/2011,11/02/11,[$-409]18:15 a02/p02,[$-409]18:15 a02/p02,02/11/2011,[$-409]19:45 a02/p02,74,892974.25199999998,503706.15500000003,,
1231 DICKINSON DR,MT 1110,11001116,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/11/2011,11/02/11,[$-409]23:00 a02/p02,[$-409]23:00 a02/p02,02/11/2011,[$-409]23:13 a02/p02,70,893261.76699999999,503552.82699999999,,
1231 DICKINSON DR,PT518,11001119,1,ZOA,TRESPASS WARNING,07U,,02/12/2011,11/02/12,[$-409]01:50 a02/p02,[$-409]01:50 a02/p02,02/12/2011,[$-409]01:55 a02/p02,71,893300.82700000005,503382.65600000002,,
1231 DICKINSON DR,MT606,11001120,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/12/2011,11/02/12,[$-409]01:56 a02/p02,[$-409]01:56 a02/p02,02/12/2011,[$-409]02:55 a02/p02,70,893261.76699999999,503552.82699999999,,
1301 MEMORIAL DR,,11001123,1,ZOD,INCIDENT REPORT,07U,,02/12/2011,11/02/12,[$-409]09:48 a02/p02,[$-409]09:48 a02/p02,02/12/2011,[$-409]09:48 a02/p02,7,893366.68200000003,505369.12400000001,,
1301 MEMORIAL DR,,11001125,1,VAC,VANDALISM TO PROPERTY,07U,,02/12/2011,11/02/12,[$-409]10:05 a02/p02,[$-409]10:05 a02/p02,02/12/2011,[$-409]10:10 a02/p02,7,893366.68200000003,505369.12400000001,,
1241 DICKINSON DR,,11001141,1,FDD,FD SICK/INJURED PERSON,07U,,02/12/2011,11/02/12,[$-409]18:00 a02/p02,[$-409]18:00 a02/p02,02/12/2011,[$-409]19:45 a02/p02,81,892858.31700000004,503002.52299999999,,
1239 DICKINSON DR,,11001142,1,FDD,FD SICK/INJURED PERSON,07U,,02/12/2011,11/02/12,[$-409]20:10 a02/p02,[$-409]20:10 a02/p02,02/12/2011,[$-409]20:20 a02/p02,752,892450.81900000002,503522.63,,
5998 RED RD/SW 60TH ST,,11001144,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/12/2011,11/02/12,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/12/2011,[$-409]00:00 a02/p02,,,,,
5185 PONCE DE LEON BLVD,,11001154,2,FDD,FD SICK/INJURED PERSON,07U,,02/13/2011,11/02/13,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/13/2011,[$-409]04:10 a02/p02,48,895121.18,504205.408,,
5185 PONCE DE LEON BLVD,,11001154,1,ZOM,INTOXICATED PERSON,07U,,02/13/2011,11/02/13,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/13/2011,[$-409]04:10 a02/p02,48,895121.18,504205.408,,
1306 STANFORD DR,,11001155,1,FRB,FRAUD BY FALSE PRETENSE,07U,,02/13/2011,11/02/13,[$-409]04:01 a02/p02,[$-409]04:01 a02/p02,02/13/2011,[$-409]04:16 a02/p02,383,891736.24699999997,502353.58199999999,,
1211 DICKINSON DR,354,11001156,1,FDD,FD SICK/INJURED PERSON,07U,,02/13/2011,11/02/13,[$-409]10:00 a02/p02,[$-409]10:00 a02/p02,02/13/2011,[$-409]10:00 a02/p02,67,893671.82799999998,503718.77100000001,,
6200 SAN AMARO DR,BLK,11001159,1,THC,THEFT FROM MOTOR VEHICLE,07U,,02/13/2011,11/02/13,[$-409]09:40 a02/p02,[$-409]09:40 a02/p02,02/13/2011,[$-409]10:52 a02/p02,419,892135.44499999995,502061.07400000002,,
1239 DICKINSON DR,R 706,11001162,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/13/2011,11/02/13,[$-409]16:30 a02/p02,[$-409]16:30 a02/p02,02/13/2011,[$-409]16:30 a02/p02,73,892981.07499999995,503526.10499999998,,
1275 DICKINSON DR,,11001170,1,ZOA,TRESPASS WARNING,07U,,02/13/2011,11/02/13,[$-409]19:15 a02/p02,[$-409]19:15 a02/p02,02/13/2011,[$-409]19:15 a02/p02,660,893018.12100000004,502373.92499999999,,
1575 LIGURIA AV,,11001174,2,FDD,FD SICK/INJURED PERSON,07U,,02/14/2011,11/02/14,[$-409]02:14 a02/p02,[$-409]02:14 a02/p02,02/14/2011,[$-409]02:14 a02/p02,260,891381.201,502033.897,,
1575 LIGURIA AV,,11001174,1,ZOM,INTOXICATED PERSON,07U,,02/14/2011,11/02/14,[$-409]02:14 a02/p02,[$-409]02:14 a02/p02,02/14/2011,[$-409]02:14 a02/p02,260,891381.201,502033.897,,
1300 MEMORIAL DR,,11001189,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,02/14/2011,11/02/14,[$-409]17:00 a02/p02,[$-409]17:00 a02/p02,02/14/2011,[$-409]18:00 a02/p02,16,893634.74199999997,505003.36800000002,,
5250 UNIVERSITY DR,,11001191,1,PRB,PROPERTY LOST,07U,,02/14/2011,11/02/14,[$-409]20:30 a01/p01,[$-409]20:30 a01/p01,01/24/2011,[$-409]08:00 a01/p01,29,894302.49800000002,504669.35700000002,,
5185 PONCE DE LEON BLVD,,11001193,1,TVE,THEFT OF BICYCLE,07U,,02/14/2011,11/02/14,[$-409]18:00 a02/p02,[$-409]18:00 a02/p02,02/ 8/2011,[$-409]11:00 a02/p02,545,894992.79500000004,504131.88299999997,,
1111 MEMORIAL DR,,11001195,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/15/2011,11/02/15,[$-409]04:23 a02/p02,[$-409]04:23 a02/p02,02/15/2011,[$-409]04:23 a02/p02,18,894105.66599999997,505505.27299999999,,
5821 SAN AMARO DR,,11001196,1,FDD,FD SICK/INJURED PERSON,07U,,02/15/2011,11/02/15,[$-409]07:20 a02/p02,[$-409]07:20 a02/p02,02/15/2011,[$-409]07:20 a02/p02,85,892265.92099999997,502165.49699999997,,
1211 DICKINSON DR,WR 4,11001200,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,02/15/2011,11/02/15,[$-409]19:00 a02/p02,[$-409]19:00 a02/p02,02/14/2011,[$-409]21:30 a02/p02,67,893671.82799999998,503718.77100000001,,
5665 PONCE DE LEON BLVD,,11001202,1,ASA,ASSIST LAW AGENCY,07U,,02/15/2011,11/02/15,[$-409]10:49 a02/p02,[$-409]10:49 a02/p02,02/15/2011,[$-409]10:49 a02/p02,,,,,
5050 BRUNSON DR,,11001205,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/15/2011,11/02/15,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/15/2011,[$-409]00:00 a02/p02,,,,,
1211 DICKINSON DR,,11001209,1,VEB,VEHICLE HIT & RUN,07U,,02/15/2011,11/02/15,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/15/2011,[$-409]00:00 a02/p02,,,,,
1239 DICKINSON DR,,11001212,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,02/15/2011,11/02/15,[$-409]14:45 a02/p02,[$-409]14:45 a02/p02,02/ 9/2011,[$-409]14:45 a02/p02,76,892865.95600000001,503580.26199999999,,
1239 DICKINSON DR,R209,11001227,1,FDD,FD SICK/INJURED PERSON,07U,,02/15/2011,11/02/15,[$-409]20:54 a02/p02,[$-409]20:54 a02/p02,02/15/2011,[$-409]20:54 a02/p02,73,892981.07499999995,503526.10499999998,,
1231 DICKINSON DR,PT916,11001228,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/16/2011,11/02/16,[$-409]01:03 a02/p02,[$-409]01:03 a02/p02,02/16/2011,[$-409]01:04 a02/p02,71,893300.82700000005,503382.65600000002,,
6102 RED RD/CORNICHE AV,,11001234,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/16/2011,11/02/16,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/16/2011,[$-409]00:00 a02/p02,,,,,
1111 MEMORIAL DR,,11001235,1,THC,THEFT FROM MOTOR VEHICLE,07U,,02/16/2011,11/02/16,[$-409]15:00 a02/p02,[$-409]15:00 a02/p02,02/15/2011,[$-409]17:00 a02/p02,648,894021.70499999996,505769.07400000002,,
1211 DICKINSON DR,,11001238,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/16/2011,11/02/16,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/16/2011,[$-409]00:00 a02/p02,,,,,
6300 SAN AMARO DR,BLK,11001240,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/16/2011,11/02/16,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/16/2011,[$-409]00:00 a02/p02,,,,,
6200 SAN AMARO DR,,11001243,1,ZZZ,VOID (RECORDS USE ONLY),07U,,02/16/2011,11/02/16,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/16/2011,[$-409]00:00 a02/p02,,,,,
5616 PAVIA ST,,11001252,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/16/2011,11/02/16,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/16/2011,[$-409]00:00 a02/p02,,,,,
1231 DICKINSON DR,,11001253,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,,02/16/2011,11/02/16,[$-409]20:15 a02/p02,[$-409]20:15 a02/p02,02/16/2011,[$-409]20:15 a02/p02,141,893334.79399999999,503476.30300000001,,
1231 DICKINSON DR,,11001253,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/16/2011,11/02/16,[$-409]20:15 a02/p02,[$-409]20:15 a02/p02,02/16/2011,[$-409]20:15 a02/p02,141,893334.79399999999,503476.30300000001,,
5150 BRUNSON DR,,11001255,1,VAC,VANDALISM TO PROPERTY,07U,,02/16/2011,11/02/16,[$-409]22:25 a02/p02,[$-409]22:25 a02/p02,02/16/2011,[$-409]22:25 a02/p02,22,894535.49300000002,505370.87,,
5250 UNIVERSITY DR,,11001258,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/17/2011,11/02/17,[$-409]04:45 a02/p02,[$-409]04:45 a02/p02,02/17/2011,[$-409]05:00 a02/p02,30,894450.64800000004,504671.13099999999,,
5100 BRUNSON DR,,11001264,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/17/2011,11/02/17,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/17/2011,[$-409]00:00 a02/p02,,,,,
1211 DICKINSON DR,,11001267,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,02/17/2011,11/02/17,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/17/2011,[$-409]00:00 a02/p02,,,,,
5915 PONCE DE LEON BLVD,,11001275,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,02/17/2011,11/02/17,[$-409]12:30 a02/p02,[$-409]12:30 a02/p02,02/17/2011,[$-409]13:30 a02/p02,132,892107.03200000001,501012.946,,
5399 PONCE DE LEON BLVD/DICKINSON DR,,11001276,1,VEL,VEHICLE TRAFFIC CRASH,07U,,02/17/2011,11/02/17,[$-409]00:00 a02/p02,[$-409]00:00 a02/p02,02/17/2011,[$-409]00:00 a02/p02,,,,,
1241 DICKINSON DR,,11001282,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,02/17/2011,11/02/17,[$-409]16:00 a02/p02,[$-409]16:00 a02/p02,02/17/2011,[$-409]16:30 a02/p02,81,892858.31700000004,503002.52299999999,,
1241 DICKINSON DR,,11001287,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,,02/18/2011,11/02/18,[$-409]23:03 a02/p02,[$-409]23:03 a02/p02,02/17/2011,[$-409]23:03 a02/p02,81,892858.31700000004,503002.52299999999,,
1241 DICKINSON DR,,11001287,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,02/18/2011,11/02/18,[$-409]23:03 a02/p02,[$-409]23:03 a02/p02,02/17/2011,[$-409]23:03 a02/p02,81,892858.31700000004,503002.52299999999,,
5665 PONCE DE LEON BLVD,,11001289,1,FDD,FD SICK/INJURED PERSON,07U,,02/18/2011,11/02/18,[$-409]08:59 a02/p02,[$-409]08:59 a02/p02,02/18/2011,[$-409]08:59 a02/p02,123,893056.50699999998,501950.05499999999,,
